tuw_id,gate,gate_name,domain,phase,sprint_window,pr_slice,priority,target_r_level,task,owner_role,target_files,evidence_path,source_status,repo_status,existing_target_state,implementation_gate,acceptance_criteria
CMP-G11-W11-T021,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,HR document vault UI,Frontend/Product Design Lead,apps/web/src/people/documents/HRDocumentWorkspace.tsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-021.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,HR denied state; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T022,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Matter vault workspace,Frontend/Product Design Lead,apps/web/src/components/VaultSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,privilege/hold badges; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T023,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Document detail,Frontend/Product Design Lead,apps/web/src/components/DocumentDetail.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-023.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no raw path displayed; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T024,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Version history,Frontend/Product Design Lead,apps/web/src/components/VersionHistory.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-024.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,hash lineage visible; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T025,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Email filing view,Frontend/Product Design Lead,apps/web/src/components/EmailFilingView.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-025.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,credential safe state; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T026,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Secure link manager,Frontend/Product Design Lead,apps/web/src/components/SecureLinkManager.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-026.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,expiry/MFA/watermark UI; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T027,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Data room projection,Frontend/Product Design Lead,apps/web/src/components/DataRoomSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-027.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,external ACL labels; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T028,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Vault search/RAG evidence,Frontend/Product Design Lead,apps/web/src/components/VaultSearchEvidence.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-028.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,denied count hidden; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T029,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Time entry workspace,Frontend/Product Design Lead,apps/web/src/components/TimeEntryWorkspace.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-029.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,submit/approve/lock; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T030,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,WIP dashboard,Frontend/Product Design Lead,apps/web/src/components/WIPDashboard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-030.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,snapshot immutable UI; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T031,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,PreBill review,Frontend/Product Design Lead,apps/web/src/components/PreBillReview.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-031.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,review states; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T032,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Invoice detail,Frontend/Product Design Lead,apps/web/src/components/InvoiceDetail.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-032.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,issued edit blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T033,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Payment/AR dashboard,Frontend/Product Design Lead,apps/web/src/components/PaymentARDashboard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-033.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,partial match; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T034,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P1,R4/R5 candidate,Matter profitability,Frontend/Product Design Lead,apps/web/src/components/MatterProfitability.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-034.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,cost masked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T035,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Employee utilization,Frontend/Product Design Lead,apps/web/src/components/EmployeeUtilization.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-035.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,HR/finance permission; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T036,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,AI review queue,Frontend/Product Design Lead,apps/web/src/components/AIReviewSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-036.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,confirm blocked without citation; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T037,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Audit timeline,Frontend/Product Design Lead,apps/web/src/components/AuditTimeline.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-037.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,tenant scoped; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T038,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,User-Employee link manager,Frontend/Product Design Lead,apps/web/src/components/UserEmployeeLinkManager.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-038.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,dual approval; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T039,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Vault connector settings,Frontend/Product Design Lead,apps/web/src/components/VaultConnectorStatus.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-039.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,secrets hidden; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T040,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Policy editor,Frontend/Product Design Lead,apps/web/src/components/PermissionPolicyEditor.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-040.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,simulator read-only; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T041,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Ethical wall/legal hold console,Frontend/Product Design Lead,apps/web/src/components/HoldWallConsole.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-041.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,approval required; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T042,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,PermissionDeniedState component,Frontend/Product Design Lead,apps/web/src/components/primitives.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-042.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,no rule/count leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T043,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,ReviewRequiredState component,Frontend/Product Design Lead,apps/web/src/components/primitives.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-043.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,human review target shown; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T044,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Security badges,Frontend/Product Design Lead,apps/web/src/components/primitives.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-044.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,not color-only; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T045,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,i18n glossary alignment,Frontend/Product Design Lead,apps/web/src/i18n.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-045.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,Client/Party/Employee terms consistent; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T046,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Responsive/a11y coverage,Frontend/Product Design Lead,apps/web/src/styles.css; tests,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-046.md,Not Started,target_files_present_needs_r4_evidence,all_declared_targets_present,not_closed,a11y smoke tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T047,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,Playwright E2E critical paths,Frontend/Product Design Lead,apps/web/e2e/cmp/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-047.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,E2E suite passes; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G11-W11-T048,CMP-G11,Client-Matter-People UI/UX Product Console,UI/UX,P8,S22-S24,PR-10,P2,R4/R5 candidate,G11 validator and closeout,Frontend/Product Design Lead,scripts/validate-cmp-r4-g11.mjs; docs/.../r4-g11-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g11-048.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,All required UI screens linked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T001,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,SSO settings runtime,Enterprise/DevOps Lead,packages/enterprise/src/sso-settings.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,secret not returned; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T002,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,SCIM provisioning skeleton,Enterprise/DevOps Lead,packages/enterprise/src/scim-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,provision/deprovision audit; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T003,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,MFA policy runtime,Enterprise/DevOps Lead,packages/enterprise/src/mfa-policy.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,step-up tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T004,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,Tenant admin settings,Enterprise/DevOps Lead,packages/admin/src/settings-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,admin permission test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T005,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,Observability baseline,Enterprise/DevOps Lead,packages/platform/src/observability.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,latency dashboard smoke; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T006,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,Incident runbook model,Enterprise/DevOps Lead,packages/platform/src/incident-runbook.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,incident lifecycle tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T007,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,Deployment run record,Enterprise/DevOps Lead,packages/platform/src/deployment-run.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,rollback record test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T008,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P0,R5/R6,Backup job runtime,Enterprise/DevOps Lead,packages/platform/src/backup-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,backup smoke test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T009,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Restore drill automation,Enterprise/DevOps Lead,packages/platform/src/restore-drill.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,restore verified; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T010,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,DR runbook and RTO/RPO,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/dr-runbook.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,DR tabletop checklist; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T011,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Performance smoke suite,Enterprise/DevOps Lead,scripts/perf-smoke-cmp.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,threshold pass; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T012,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Security regression suite,Enterprise/DevOps Lead,apps/api/test/security-regression/**,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,negative tests pass; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T013,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Migration dry-run framework,Enterprise/DevOps Lead,packages/migration/src/cmp-migration-run.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,dry-run report; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T014,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Duplicate import control,Enterprise/DevOps Lead,packages/migration/src/duplicate-review.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,duplicate detection; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T015,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Finance connector export review,Enterprise/DevOps Lead,packages/finance-integrations/src/export-review.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,human review before export; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T016,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Compliance evidence pack,Enterprise/DevOps Lead,packages/enterprise/src/compliance-pack.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,evidence pack generated; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T017,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Privacy/secret handling audit,Enterprise/DevOps Lead,scripts/audit-privacy-secret-handling.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no secret leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T018,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,UAT scenario pack,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/uat-scenarios.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,UAT scripts complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T019,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Release candidate model,Enterprise/DevOps Lead,packages/platform/src/release-candidate.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,approval required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T020,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P1,R5/R6,Launch go/no-go packet,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/launch-go-no-go.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-020.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,NO-GO preserved until evidence; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T021,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,Hypercare plan,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/hypercare-plan.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-021.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,owner rota and SLA; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T022,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,Admin audit viewer,Enterprise/DevOps Lead,apps/web/src/components/AuditTimeline.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,tenant scoped query; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T023,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,Operations dashboard,Enterprise/DevOps Lead,apps/web/src/components/OpsDashboard.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-023.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no customer data leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T024,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,Enterprise API contracts,Enterprise/DevOps Lead,apps/api/src/enterprise-readiness-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-024.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T025,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,G12 validator,Enterprise/DevOps Lead,scripts/validate-cmp-r5-g12.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-025.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails on missing DR/UAT/security evidence; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T026,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,Production readiness checklist,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/production-readiness-checklist.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-026.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,all boxes auditable; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T027,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,Cutover runbook,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/cutover-runbook.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-027.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,rollback plan tested; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G12-W12-T028,CMP-G12,"Enterprise Hardening, Migration, UAT, Launch",Enterprise,P9,S25-S28,PR-11/PR-12,P2,R5/R6,G12 closeout report,Enterprise/DevOps Lead,docs/reorganization/client-matter-os/cmp-v1/r5-g12-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g12-028.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,R5/R6 evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
